Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,,,,,,,,,,,,,,,
23.112.2590,FALSE,FALSE,FALSE,748385,Drawings and Prints,1923,Drawing,Cabriolet #4047,NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,NA,NA,NA,NA,NA,NA,1889,1889,1889,Graphite on wove paper with perforated linen tape adhered to left edge for binding.,Sheet: 13 3/4 × 22 1/4 in. (34.9 × 56.5 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/748385,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
08.166.5,FALSE,FALSE,FALSE,190751,European Sculpture and Decorative Arts,1908,Salver,Salver,"British, Birmingham, after Dutch, Leeuwarden original",NA,NA,NA,NA,Manufacturer,NA,Elkington & Co.,"British, Birmingham, 1829–1963",NA,Elkington & Co.,British,1829,1963,NA,http://vocab.getty.edu/page/ulan/500333989,NA,"19th century, after 17th century original",1800,1899,Silver on base metal,Diameter: 16 1/8 in. (41 cm),"Rogers Fund, 1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Electrotype,NA,http://www.metmuseum.org/art/collection/search/190751,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
53.141,FALSE,FALSE,TRUE,227649,European Sculpture and Decorative Arts,1953,Piece,Piece,"French, possibly Villefranche-sur-Saône",NA,NA,NA,NA,Manufacturer,Possibly manufactured by,Villefranche-sur-Saône,NA,NA,Villefranche-sur-Saône,NA,NA,NA,NA,NA,NA,early 19th century,1800,1815,Cotton,"L. 67 x W. 25 1/2 inches
170.2 x 64.8 cm","Rogers Fund, 1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Printed,NA,http://www.metmuseum.org/art/collection/search/227649,NA,NA,"Metropolitan Museum of Art, New York, NY",Men|Women|Flowers|Leaves,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300011892,,,,,,,,,,,,,,,
23.112.1288,FALSE,FALSE,TRUE,379357,Drawings and Prints,1923,Drawing,"Design for a Wagonette, no. 3159",NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,American,NA,NA,NA,NA,NA,1875,1875,1875,"Pen and black ink, watercolor and gouache, with gum arabic",sheet: 6 1/16 x 8 11/16 in. (15.4 x 22.1 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/379357,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
58.638.196,FALSE,FALSE,FALSE,828643,Drawings and Prints,1958,"Drawings, Ornament & Architecture",Design for a Phaeton No 6122,NA,NA,NA,NA,NA,Manufacturer,NA,T. Peters and Sons,"British, active ca. 1830–1890",NA,"Peters, T. and Sons",NA,1830,1890,NA,NA,NA,ca. 1830–70,1825,1875,"Pen and black ink, gouache and gum arabic",Sheet: 7 11/16 × 10 13/16 in. (19.5 × 27.5 cm),"Gift of Stewart Huston, 1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings|Ornament & Architecture,NA,http://www.metmuseum.org/art/collection/search/828643,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
23.112.580,FALSE,FALSE,TRUE,378655,Drawings and Prints,1923,Drawing,Gig #3695,NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,American,NA,NA,NA,NA,NA,1881,1881,1881,Watercolor and gouache and gum arabic,sheet: 7 x 9 1/8 in. (17.8 x 23.2 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/378655,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
23.112.2749,FALSE,FALSE,FALSE,765399,Drawings and Prints,1923,Drawing,Wagonette Break #22100a  - 24338,NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,NA,NA,NA,NA,NA,NA,1898,1898,1898,Graphite on wove paper adhered to canvas with perforations on the left side for binding.,Sheet: 13 1/2 × 22 1/4 in. (34.3 × 56.5 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/765399,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
58.638.192,FALSE,FALSE,FALSE,835240,Drawings and Prints,1958,"Drawings, Ornament & Architecture",Carriage drawing No 6094,NA,NA,NA,NA,NA,Manufacturer,NA,T. Peters and Sons,"British, active ca. 1830–1890",NA,"Peters, T. and Sons",NA,1830,1890,NA,NA,NA,ca. 1830–70,1825,1875,"Pen and black ink with watercolor, gouache and gum arabic",Sheet: 6 1/2 × 10 1/16 in. (16.5 × 25.5 cm),"Gift of Stewart Huston, 1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings|Ornament & Architecture,NA,http://www.metmuseum.org/art/collection/search/835240,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
23.112.495,FALSE,FALSE,TRUE,378570,Drawings and Prints,1923,Drawing,"Design for Omnibus or Wagonette, no. 3490",NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,American,NA,NA,NA,NA,NA,1879,1879,1879,"pen and black ink, watercolor and gouache with gum arabic",sheet: 6 1/2 x 9 1/16 in. (16.5 x 23 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/378570,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
23.112.452,FALSE,FALSE,TRUE,378527,Drawings and Prints,1923,Drawing,"Design for Vis-à-vis, no. 3880",NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,American,NA,NA,NA,NA,NA,1884,1884,1884,"Pen and black ink, watercolor and gouache with gum arabic",Sheet: 6 9/16 x 8 11/16 in. (16.7 x 22.1 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/378527,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
2005.496.4,FALSE,FALSE,FALSE,21626,The American Wing,2005,Plate,Cabinet Plate,American,NA,NA,NA,NA,Manufacturer,Manufactured by,"Lenox, Incorporated","American, Trenton, New Jersey, established 1889",NA,"Lenox, Incorporated",NA,1889,9999,NA,http://vocab.getty.edu/page/ulan/500333010,NA,ca. 1930,1927,1930,"Ceramic, porcelain, enamel decoration, and gold",Diam. 8 in. (20.3 cm),"Gift of Barbara Goldberg, 2005",Made in,NA,NA,NA,United States,NA,NA,NA,NA,NA,NA,Ceramics,NA,http://www.metmuseum.org/art/collection/search/21626,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
1989.375.8,FALSE,FALSE,FALSE,113723,Costume Institute,1989,Bracelet,Bracelet,Japanese,NA,NA,NA,NA,Manufacturer,NA,Panasonic,Japanese,NA,Panasonic,Japanese,NA,NA,NA,NA,NA,late 1970s–early 1980s,1975,1985,"plastic, metal",NA,"Gift of Gregory R. Reynolds, 1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/113723,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
23.112.21,FALSE,FALSE,FALSE,378079,Drawings and Prints,1923,Album,"4 Horse Traps, Wagonettes, Omnibuses, series 3",NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,American,NA,NA,NA,NA,NA,1900,1900,1900,Ink and color on linen/silk tracing paper,9 × 14 × 1 1/2 in. (22.9 × 35.6 × 3.8 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albums|Drawings,NA,http://www.metmuseum.org/art/collection/search/378079,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
"C.I.58.11.30a, b",FALSE,FALSE,FALSE,114593,Costume Institute,1958,Pumps,Pumps,Italian,NA,NA,NA,NA,Manufacturer,NA,Dal Co',Italian,NA,Dal Co',Italian,NA,NA,NA,NA,NA,1955,1955,1955,leather,NA,"Gift of Mademoiselle Shoe Co., 1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/114593,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
23.112.254,FALSE,FALSE,TRUE,378329,Drawings and Prints,1923,Drawing,"Design for Brougham, no. 3665",NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,American,NA,NA,NA,NA,NA,1881,1881,1881,"Pen and black ink, watercolor and gouache with gum arabic",sheet: 7 x 9 3/16 in. (17.8 x 23.3 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/378329,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
2018.294.101,FALSE,FALSE,FALSE,20316,The American Wing,2018,Vase,Vase,American,NA,NA,NA,NA,Manufacturer,NA,Fulper Pottery Company,1899–1935,NA,Fulper Pottery Company,NA,1899,1935,NA,http://vocab.getty.edu/page/ulan/500332094,NA,1911–17,1911,1917,Stoneware,"13 1/8 in., 12 lb. (33.3 cm)","Gift of Robert A. Ellison Jr., 2018",Made in,Flemington,NA,NA,United States,NA,NA,NA,NA,NA,NA,Ceramics,NA,http://www.metmuseum.org/art/collection/search/20316,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
58.638.422,FALSE,FALSE,FALSE,839667,Drawings and Prints,1958,"Drawings, Ornament & Architecture",Design for a Wagonette,NA,NA,NA,NA,NA,Manufacturer,NA,T. Peters and Sons,"British, active ca. 1830–1890",NA,"Peters, T. and Sons",NA,1830,1890,NA,NA,NA,ca. 1830–70,1825,1875,"Pen and black ink, watercolor, gouache, and gum arabic",Sheet: 5 11/16 × 8 7/16 in. (14.5 × 21.5 cm),"Gift of Stewart Huston, 1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings|Ornament & Architecture,NA,http://www.metmuseum.org/art/collection/search/839667,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
11.125.25,FALSE,FALSE,FALSE,191771,European Sculpture and Decorative Arts,1911,Salver,Salver,"British, Birmingham, after British original",NA,NA,NA,NA,Manufacturer,NA,Elkington & Co.,"British, Birmingham, 1829–1963",NA,Elkington & Co.,British,1829,1963,NA,http://vocab.getty.edu/page/ulan/500333989,NA,"19th century, after 1671 original",1800,1899,Silver on base metal,Overall: 17 3/4 × 13 1/2 in. (45.1 × 34.3 cm),"Dodge Fund, 1911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metalwork-Electrotype,NA,http://www.metmuseum.org/art/collection/search/191771,NA,NA,"Metropolitan Museum of Art, New York, NY",Putti,http://vocab.getty.edu/page/aat/300250465,,,,,,,,,,,,,,,
23.112.790,FALSE,FALSE,TRUE,378865,Drawings and Prints,1923,Drawing,"Design for 4 seat Phaeton, no top, no. 3253a",NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,American,NA,NA,NA,NA,NA,1876,1876,1876,"Pen and black in, watercolor and gouache",Sheet: 6 1/16 x 8 13/16 in. (15.4 x 22.4 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/378865,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
23.112.886,FALSE,FALSE,TRUE,378962,Drawings and Prints,1923,Drawing,"Design for Pony Phaeton, no. 3438",NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,American,NA,NA,NA,NA,NA,1878,1878,1878,"Pen and black ink, watercolor and gouache with gum arabic",Sheet: 6 3/8 x 9 1/4 in. (16.2 x 23.5 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/378962,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
23.112.207,FALSE,FALSE,TRUE,378282,Drawings and Prints,1923,Drawing,"Design for Brougham, no. 3082",NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,American,NA,NA,NA,NA,NA,1874,1874,1874,"Pen and black ink, watercolor and gouache",sheet: 6 5/8 x 9 7/8 in. (16.8 x 25.1 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/378282,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
"2009.300.6873a, b",FALSE,FALSE,FALSE,173892,Costume Institute,2009,Cape,Cape,French,NA,NA,NA,NA,Manufacturer,NA,Hermès,"French, founded 1837",NA,Hermès,French,1837,9999,NA,NA,NA,1936,1936,1936,Leather,NA,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Arturo and Paul Peralta-Ramos, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/173892,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2005.333,FALSE,FALSE,FALSE,503817,Musical Instruments,2005,Ocarina,Ocarina,probably German,NA,NA,NA,NA,Manufacturer,NA,Sächsische Ofen- und Porzellanfabrik Meissen (former Teichert Werke).,NA,NA,Sächsische Ofen- und Porzellanfabrik Meissen (former Teichert We,NA,NA,NA,NA,NA,NA,early 20th century,1895,1910,"Porcelain, metal",W. 7.5 x L. 18.7cm (2 15/16 x 7 3/8in.),"Gift of Stuart and Gloria Bart, 2005",NA,NA,NA,NA,Germany,NA,NA,NA,NA,NA,NA,Aerophone-Blow Hole-vessel flute,NA,http://www.metmuseum.org/art/collection/search/503817,NA,NA,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,,,,,,,,,,,,,,,
58.638.107,FALSE,FALSE,FALSE,838046,Drawings and Prints,1958,"Drawings, Ornament & Architecture",Carriage drawing No 5356,NA,NA,NA,NA,NA,Manufacturer,NA,T. Peters and Sons,"British, active ca. 1830–1890",NA,"Peters, T. and Sons",NA,1830,1890,NA,NA,NA,ca. 1830–70,1825,1875,"Pen and black ink with watercolor, gouache and gum arabic",Sheet: 7 5/16 × 10 5/8 in. (18.5 × 27 cm),"Gift of Stewart Huston, 1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings|Ornament & Architecture,NA,http://www.metmuseum.org/art/collection/search/838046,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
23.112.2249,FALSE,FALSE,FALSE,380265,Drawings and Prints,1923,Drawing,"Working Drawing for Brougham, no. 3293",NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,American,NA,NA,NA,NA,NA,1877,1877,1877,Graphite on wove paper with perforated linen tape adhered to left side for binding.,Sheet: 13 in. × 20 1/4 in. (33 × 51.4 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/380265,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
23.112.462,FALSE,FALSE,TRUE,378537,Drawings and Prints,1923,Drawing,"Design for Wagonette (?), no. 3664",NA,NA,NA,NA,NA,Manufacturer,NA,Brewster & Co.,"American, New York",NA,Brewster & Co.,American,NA,NA,NA,NA,NA,1881,1881,1881,"Pen and black ink, watercolor and gouache with gum arabic",sheet: 7 1/16 x 9 in. (17.9 x 22.9 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/378537,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
40.150.87,FALSE,FALSE,TRUE,3740,The American Wing,1940,Flask,Figured flask,American,NA,NA,NA,NA,Manufacturer,NA,Louisville Glass Works,1855–73,NA,Louisville Glassworks,NA,1855,1855,NA,NA,NA,1855–73,1855,1855,Free-blown molded glass,H. 8 7/8 in. (22.5 cm),"Bequest of Constance R. Brown, 1939",Made in,Louisville,NA,NA,United States,NA,NA,NA,NA,NA,NA,Glass,NA,http://www.metmuseum.org/art/collection/search/3740,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
23.112.158,FALSE,FALSE,TRUE,378227,Drawings and Prints,1923,Drawing,"Design for Landau, No. 4158",NA,NA,NA,NA,NA,Manufacturer|Artist,NA,Brewster & Co.|Herman Stahmer,"American, New York|American, 1857–1894",NA,"Brewster & Co.|Stahmer, Herman",American|American,1857,1894,|,|,|,1892,1892,1892,"Pen and black ink, watercolor and gouache with gum arabic",Sheet: 6 1/4 x 9 3/8 in. (15.9 x 23.8 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/378227,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
23.112.147,FALSE,FALSE,TRUE,378216,Drawings and Prints,1923,Drawing,"Design for Landau, No. 4057",NA,NA,NA,NA,NA,Manufacturer|Artist,NA,Brewster & Co.|Herman Stahmer,"American, New York|American, 1857–1894",NA,"Brewster & Co.|Stahmer, Herman",American|American,1857,1894,|,|,|,1890,1890,1890,"Pen and black ink, watercolor and gouache with gum arabic",sheet: 6 1/4 x 9 1/16 in. (15.9 x 23 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/378216,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
23.112.1520,FALSE,FALSE,TRUE,379587,Drawings and Prints,1923,Drawing,"Design for Vis-à-vis/ Caleche, no. 726a",NA,NA,NA,NA,NA,Manufacturer|Artist,NA,Brewster & Co.|Channing Britton,"American, New York|American, active second half 19th century",NA,"Brewster & Co.|Britton, Channing",American|American,1850,1900,|,|,|,1850–70,1850,1870,"Pen and black ink, watercolor and gouache with metallic paint",6 x 8 5/8 in. (15.2 x 21.9 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/379587,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
23.112.1628,FALSE,FALSE,FALSE,379695,Drawings and Prints,1923,Drawing,Design for Landau (unnumbered),NA,NA,NA,NA,NA,Manufacturer|Artist,NA,Brewster & Co.|Channing Britton,"American, New York|American, active second half 19th century",NA,"Brewster & Co.|Britton, Channing",American|American,1850,1900,|,|,|,1850–70,1850,1870,"Pen and black ink, watercolor and gouache with gum arabic",sheet: 6 1/16 x 9 5/8 in. (15.4 x 24.4 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/379695,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
23.112.410,FALSE,FALSE,TRUE,378485,Drawings and Prints,1923,Drawing,"Design for Victoria, no. 3916",NA,NA,NA,NA,NA,Manufacturer|Artist,Attributed to,Brewster & Co.|Herman Stahmer,"American, New York|American, 1857–1894",NA,"Brewster & Co.|Stahmer, Herman",American|American,1857,1894,|,|,|,ca. 1885,1880,1890,"Watercolor, gum arabic and ink",sheet: 6 x 8 5/8 in. (15.2 x 21.9 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/378485,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
2014.208.41,FALSE,FALSE,FALSE,499939,Modern and Contemporary Art,2014,Vase,"A Cerchi, A Fasce, A Spirale, no. 3606",NA,NA,NA,NA,NA,Manufacturer|Artist,NA,"Venini & Co., Murano, Italy, established 1921|Carlo Scarpa","Italian, Venice 1906–1978 Sendai, Japan",NA,"Venini|Scarpa, Carlo",Italian,1921      |1906,1978,|,http://vocab.getty.edu/page/ulan/500462431|http://vocab.getty.edu/page/ulan/500026810,|,ca. 1936,1931,1941,Glass,11 in. × Dia. 10 3/8 in. (27.9 × 26.4 cm),"Gift of Marie-Rose Kahane and David Landau, 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glass,NA,http://www.metmuseum.org/art/collection/search/499939,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
23.112.954,FALSE,FALSE,TRUE,379030,Drawings and Prints,1923,Drawing,"Design for Pony Phaeton, no. 4186",NA,NA,NA,NA,NA,Manufacturer|Artist,NA,Brewster & Co.|Herman Stahmer,"American, New York|American, 1857–1894",NA,"Brewster & Co.|Stahmer, Herman",American|American,1857,1894,|,|,|,1892,1892,1892,"Pen and black ink, watercolor and gouache",Sheet: 5 11/16 x 8 3/8 in. (14.4 x 21.3 cm),"Gift of William Brewster, 1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/379030,NA,NA,"Metropolitan Museum of Art, New York, NY",Carriages,http://vocab.getty.edu/page/aat/300185335,,,,,,,,,,,,,,,
"1975.144.1a, b",FALSE,FALSE,FALSE,84334,Costume Institute,1975,Pumps,"""Lucky""",American,NA,NA,NA,NA,Manufacturer|Department Store,NA,"Palter DeLiso, Inc.|Bonwit Teller & Co.","American, 1927–1975|American, founded 1907",NA,"Palter DeLiso, Inc.|Bonwit Teller & Co.",American|American,1927      |1907,1975      |2050,|,|,|,1946,1946,1946,leather,NA,"Gift of Buddy Palter, 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/84334,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2009.300.3827,FALSE,FALSE,FALSE,158807,Costume Institute,2009,Scarf,Scarf,French,NA,NA,NA,NA,Manufacturer|Department Store,NA,Bianchini-Férier|Van Cleef & Arpels,"French, founded Lyons, 1888|French, founded Paris, 1896",NA,Bianchini-Férier|Van Cleef & Arpels,French|French,1888      |1896,2088      |2096,|,http://vocab.getty.edu/page/ulan/500330418|,|,ca. 1955,1953,1957,silk,NA,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Antoine du Bourg de Bozas, 1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/158807,NA,NA,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,,,,,,,,,,,,,,,
"2009.300.5794a, b",FALSE,FALSE,FALSE,169998,Costume Institute,2009,Evening sandals,Evening sandals,American,NA,NA,NA,NA,Manufacturer|Department Store,NA,Fenton Footwear|Saks Fifth Avenue,"American, founded 1924",NA,Fenton Footwear|Saks Fifth Avenue,American,1924,9999,|,|,|,ca. 1953,1951,1955,"Silk, synthetic, plastic",NA,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Hollis K. Thayer, 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/169998,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
08.21.476,FALSE,FALSE,FALSE,480264,Modern and Contemporary Art,1908,Textile sample,Textile sample,NA,NA,NA,NA,NA,Manufacturer|Designer,NA,J. Claude Frères & Co.|Unknown Designer,NA,NA,J. Claude Frères & Co.|Unknown Designer,NA,NA,NA,|,|http://vocab.getty.edu/page/ulan/500125274,|https://www.wikidata.org/wiki/Q24238356,ca. 1900,1900,1900,Silk,6 1/2 × 8 1/8 in. (16.5 × 20.6 cm),"Rogers Fund, 1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Textiles-Woven,NA,http://www.metmuseum.org/art/collection/search/480264,NA,NA,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,,,,,,,,,,,,,,,
